"term","class","weight"
"a lot","AFFECT_AVG","-0.0266422100027"
"a job","AFFECT_AVG","0.0805903288893"
"each","AFFECT_AVG","-0.107807690599"
"went","AFFECT_AVG","0.0505435711862"
"side","AFFECT_AVG","-0.083514640013"
"mean","AFFECT_AVG","-0.0114345069081"
"my profile","AFFECT_AVG","0.0935785876701"
"look at","AFFECT_AVG","-0.00238818085536"
"forgot","AFFECT_AVG","0.0394529557021"
"make me","AFFECT_AVG","0.0474985932668"
"saturday","AFFECT_AVG","0.0248047133668"
"have a","AFFECT_AVG","-0.00850176519275"
"driving","AFFECT_AVG","-0.189202394545"
"god","AFFECT_AVG","0.155289679611"
"they have","AFFECT_AVG","-0.053814032686"
"thank u","AFFECT_AVG","0.177388216268"
"can't wait","AFFECT_AVG","0.321014272401"
"nite","AFFECT_AVG","0.0258833022812"
"got","AFFECT_AVG","0.0630922710501"
"the fact","AFFECT_AVG","-0.119882166722"
"could be","AFFECT_AVG","-0.08358456745"
"turning","AFFECT_AVG","0.0169784247199"
"the rain","AFFECT_AVG","-0.0851600822405"
"you're","AFFECT_AVG","-0.0879156535214"
"given","AFFECT_AVG","-0.0652048584752"
"free","AFFECT_AVG","0.0703910945448"
"rain","AFFECT_AVG","-0.173055454304"
"does not","AFFECT_AVG","0.0711510950848"
"wanted","AFFECT_AVG","-0.0636529823224"
"no more","AFFECT_AVG","-0.0769189497197"
"ate","AFFECT_AVG","0.0539721588985"
"starts","AFFECT_AVG","-0.135387989576"
"change your","AFFECT_AVG","-0.088275286872"
"to tell","AFFECT_AVG","0.123292389135"
"messages","AFFECT_AVG","-0.144978231711"
"days","AFFECT_AVG","-0.0460245707664"
"to find","AFFECT_AVG","-0.136402634479"
"this year","AFFECT_AVG","0.0265504226214"
"fuckin","AFFECT_AVG","0.128859300233"
"everyone who","AFFECT_AVG","-0.0813485738381"
"already","AFFECT_AVG","-0.213206337414"
"grade","AFFECT_AVG","0.0851157511092"
"fantasy","AFFECT_AVG","0.0166490367851"
":) :)","AFFECT_AVG","0.135597656836"
"another","AFFECT_AVG","-0.115659293088"
"im not","AFFECT_AVG","-0.21906939269"
"to change","AFFECT_AVG","0.0366261967626"
"all those","AFFECT_AVG","0.0112455302196"
"i saw","AFFECT_AVG","-0.0969771699088"
"top","AFFECT_AVG","-0.0703526951175"
"girls","AFFECT_AVG","-0.0867708666752"
"needed","AFFECT_AVG","0.0686301128064"
"too","AFFECT_AVG","-0.0517891330817"
"tom","AFFECT_AVG","0.13318503167"
"john","AFFECT_AVG","0.060137575657"
"dogs","AFFECT_AVG","0.0253986744848"
"listen","AFFECT_AVG","0.020643175682"
"anyone know","AFFECT_AVG","-0.073380962627"
"you know","AFFECT_AVG","0.110971088206"
"part of","AFFECT_AVG","0.0852967672314"
"gym","AFFECT_AVG","0.0255419850193"
"took","AFFECT_AVG","0.0421542452156"
"love u","AFFECT_AVG","-0.282150809263"
"a little","AFFECT_AVG","-0.130194427622"
"live in","AFFECT_AVG","-0.266941350825"
"tree","AFFECT_AVG","0.0990094317488"
"which is","AFFECT_AVG","0.176949225883"
"project","AFFECT_AVG","-0.0311149339341"
"matter","AFFECT_AVG","-0.0607897534286"
"classes","AFFECT_AVG","0.0560299435252"
"feeling","AFFECT_AVG","-0.117842210477"
"is wondering","AFFECT_AVG","0.0243508512461"
"a week","AFFECT_AVG","0.0662923038686"
"of our","AFFECT_AVG","-0.031130182663"
"ran","AFFECT_AVG","0.128244537949"
"mind","AFFECT_AVG","-0.037073919064"
"mine","AFFECT_AVG","0.0155746101569"
"spent","AFFECT_AVG","-0.08859641024"
"talking","AFFECT_AVG","-0.0385384053275"
"seen","AFFECT_AVG","-0.0661089150372"
"seem","AFFECT_AVG","-0.0726686857212"
"my own","AFFECT_AVG","0.0544394703996"
"strength","AFFECT_AVG","0.169137596853"
"please help","AFFECT_AVG","-0.0763614569577"
"no longer","AFFECT_AVG","-0.0633166709074"
"-","AFFECT_AVG","-0.0506132291836"
"snow","AFFECT_AVG","0.0482512733282"
"talk to","AFFECT_AVG","-0.0133793988992"
"that was","AFFECT_AVG","0.151974720834"
"the rest","AFFECT_AVG","-0.0287242515503"
"blue","AFFECT_AVG","-0.0360873333835"
"is going","AFFECT_AVG","0.0709356070046"
"though","AFFECT_AVG","-0.113618879874"
"doin","AFFECT_AVG","0.110482766932"
"mouth","AFFECT_AVG","0.0246825967119"
"wanted to","AFFECT_AVG","-0.0357530691334"
"letter","AFFECT_AVG","0.0936074173012"
"i don't","AFFECT_AVG","-0.116842571766"
"the sun","AFFECT_AVG","0.0878685521525"
"3 days","AFFECT_AVG","-0.183627579183"
"every one","AFFECT_AVG","0.150952349868"
"camp","AFFECT_AVG","0.0959143719968"
"m","AFFECT_AVG","0.103646389805"
"dog","AFFECT_AVG","-0.0315056808903"
"we are","AFFECT_AVG","-0.233682687093"
"some people","AFFECT_AVG","0.0760552744889"
"yang","AFFECT_AVG","0.000625349438754"
"to make","AFFECT_AVG","-0.141608218178"
"used to","AFFECT_AVG","-0.00545436945296"
"came","AFFECT_AVG","0.0155019847199"
"saying","AFFECT_AVG","0.0234051721635"
"if you","AFFECT_AVG","0.0904549420362"
"random","AFFECT_AVG","0.0415086189756"
"ending","AFFECT_AVG","-0.489188750363"
"d:","AFFECT_AVG","-0.290952184861"
"earth","AFFECT_AVG","0.138494251105"
"enjoyed","AFFECT_AVG","0.196965125436"
"busy","AFFECT_AVG","0.192615690742"
"even if","AFFECT_AVG","0.106845792047"
"you want","AFFECT_AVG","-0.029687783437"
"the birthday","AFFECT_AVG","0.000105360263979"
"about","AFFECT_AVG","-0.000908666729797"
"figure out","AFFECT_AVG","0.146454541319"
"folks","AFFECT_AVG","-0.0818956017829"
"do","AFFECT_AVG","-0.0921392731171"
"my car","AFFECT_AVG","-0.0563223293561"
"di","AFFECT_AVG","-0.0509193474247"
"de","AFFECT_AVG","-0.051731918929"
"stop","AFFECT_AVG","-0.0905810463286"
"da","AFFECT_AVG","-0.0408221001995"
"don't want","AFFECT_AVG","0.0200481905336"
"wedding","AFFECT_AVG","0.327327940996"
"see how","AFFECT_AVG","0.0146885325101"
"dr","AFFECT_AVG","0.0438376925054"
"lmao","AFFECT_AVG","0.235954790967"
"bar","AFFECT_AVG","-0.0307236745031"
"at least","AFFECT_AVG","-0.211235012068"
"officially","AFFECT_AVG","0.229512878077"
"twice","AFFECT_AVG","-0.0273903321868"
"bad","AFFECT_AVG","-0.265425570273"
"into a","AFFECT_AVG","0.0762707383834"
"headed","AFFECT_AVG","-0.135983531723"
"fair","AFFECT_AVG","-0.177337760622"
"new phone","AFFECT_AVG","0.022167863046"
"of those","AFFECT_AVG","-0.135417998862"
"don't think","AFFECT_AVG","0.0539778717776"
"decided","AFFECT_AVG","-0.259999238306"
"another year","AFFECT_AVG","-0.08304036119"
"result","AFFECT_AVG","0.0119492876359"
"my face","AFFECT_AVG","0.0578692528925"
"best","AFFECT_AVG","0.363839686289"
"said","AFFECT_AVG","0.12079409627"
"lots","AFFECT_AVG","0.0352223103057"
"away","AFFECT_AVG","-0.0506851619118"
"wait to","AFFECT_AVG","0.170072167848"
"there's","AFFECT_AVG","0.00357442813578"
"hopefully","AFFECT_AVG","0.126959687259"
"lazy","AFFECT_AVG","0.0688285924331"
"men","AFFECT_AVG","0.0156206282385"
"omg","AFFECT_AVG","0.102713001139"
"supposed to","AFFECT_AVG","-0.10627877036"
"weak","AFFECT_AVG","0.0326813536051"
"on our","AFFECT_AVG","0.0108091231874"
"wear","AFFECT_AVG","0.0708560205919"
"wtf","AFFECT_AVG","-0.175553377089"
"news","AFFECT_AVG","-0.160902771765"
"received","AFFECT_AVG","0.0534820840508"
"country","AFFECT_AVG","-0.0209720621994"
"ill","AFFECT_AVG","-0.180562396902"
"coz","AFFECT_AVG","-0.062668020368"
"against","AFFECT_AVG","-0.108286652638"
"this world","AFFECT_AVG","-0.0787789950161"
"we will","AFFECT_AVG","-0.0935439139163"
"games","AFFECT_AVG","-0.364690476466"
"lookin","AFFECT_AVG","-0.126009065879"
"com","AFFECT_AVG","-0.0611422935158"
"asked","AFFECT_AVG","0.0139227923649"
"tough","AFFECT_AVG","-0.0655873347218"
"my b-day","AFFECT_AVG","0.0224064863012"
"had","AFFECT_AVG","-0.0434511256152"
"2nd","AFFECT_AVG","0.0916993350618"
"of being","AFFECT_AVG","-0.0886739313076"
"and then","AFFECT_AVG","0.0135896175943"
"trust","AFFECT_AVG","-0.173714778961"
"speak","AFFECT_AVG","-0.0506044373691"
"three","AFFECT_AVG","0.0880655170065"
"been","AFFECT_AVG","0.189501415627"
".","AFFECT_AVG","-0.0496067845547"
"become a","AFFECT_AVG","-0.0522571361073"
"beer","AFFECT_AVG","-0.0127131683449"
"much","AFFECT_AVG","0.0999231365643"
"miss you","AFFECT_AVG","0.035371497493"
"lovely","AFFECT_AVG","0.164863625229"
"website","AFFECT_AVG","0.061587217965"
"life","AFFECT_AVG","0.361880128885"
"relaxing","AFFECT_AVG","0.13367193988"
"send me","AFFECT_AVG","0.017125873577"
"not sure","AFFECT_AVG","0.0495494381912"
"sooooo","AFFECT_AVG","-0.0489902064204"
"how can","AFFECT_AVG","-0.117140777174"
"child","AFFECT_AVG","-0.0736336398624"
"catch","AFFECT_AVG","-0.0743465854937"
"starting to","AFFECT_AVG","0.0213632140075"
"chill","AFFECT_AVG","0.162729276739"
"has","AFFECT_AVG","0.055982575054"
"it's been","AFFECT_AVG","0.0137445567585"
"because of","AFFECT_AVG","0.202007603054"
"air","AFFECT_AVG","0.0141135798774"
"near","AFFECT_AVG","-0.0479547892063"
"b-day","AFFECT_AVG","0.129229071749"
"has been","AFFECT_AVG","0.0991655327746"
"voice","AFFECT_AVG","0.0026059038112"
"k","AFFECT_AVG","-0.0494446415047"
"the future","AFFECT_AVG","0.0252672660244"
"iz","AFFECT_AVG","0.0835956316317"
"played","AFFECT_AVG","0.0226622125618"
"is","AFFECT_AVG","-0.0571769881875"
"it","AFFECT_AVG","-0.0426313804849"
"shame","AFFECT_AVG","-0.116918680816"
"cant","AFFECT_AVG","-0.261772804704"
"im","AFFECT_AVG","-0.0390323409574"
"in","AFFECT_AVG","0.0180764919273"
"id","AFFECT_AVG","0.00438957101247"
"if","AFFECT_AVG","-0.0270819331079"
"the hospital","AFFECT_AVG","-0.161847720335"
"have some","AFFECT_AVG","0.0519556022889"
"things","AFFECT_AVG","0.00792529661493"
"make","AFFECT_AVG","0.0155613085699"
"babies","AFFECT_AVG","-0.0420627792465"
"hang","AFFECT_AVG","0.0618419468594"
"evil","AFFECT_AVG","-0.0183650779109"
"hand","AFFECT_AVG","-0.0708629268696"
"people are","AFFECT_AVG","-0.0635150476458"
"thoughts","AFFECT_AVG","0.0135365256729"
"kid","AFFECT_AVG","-0.0485053096557"
"done with","AFFECT_AVG","-0.150397983938"
"kept","AFFECT_AVG","-0.0180202586641"
"congrats","AFFECT_AVG","-0.0298998569309"
"suffering","AFFECT_AVG","0.0706317010208"
"tho","AFFECT_AVG","-0.00116335252268"
"greatest","AFFECT_AVG","0.197609753296"
"mother","AFFECT_AVG","-0.0345431657651"
"hearts","AFFECT_AVG","0.0518811785848"
"the","AFFECT_AVG","-0.0430378311134"
"yours","AFFECT_AVG","-0.0600113062117"
"tha","AFFECT_AVG","0.0873840273755"
"left","AFFECT_AVG","-0.302073528989"
"just","AFFECT_AVG","-0.0373594757962"
"yea","AFFECT_AVG","-0.0382437755207"
"laptop","AFFECT_AVG","-0.103251873557"
"sleepy","AFFECT_AVG","0.0548013958777"
"thanks","AFFECT_AVG","0.325539873611"
"human","AFFECT_AVG","0.0227704512744"
"yes","AFFECT_AVG","0.227535108528"
"yet","AFFECT_AVG","-0.243629610158"
"repost","AFFECT_AVG","0.0151756987913"
"hai","AFFECT_AVG","-0.0746085906957"
"in front","AFFECT_AVG","0.00596774355542"
"josh","AFFECT_AVG","0.141767132644"
"a while","AFFECT_AVG","0.126887603789"
"shout","AFFECT_AVG","0.154010193309"
"so tired","AFFECT_AVG","-0.109646877541"
"board","AFFECT_AVG","-0.147330102231"
"easy","AFFECT_AVG","-0.0267462316799"
"save","AFFECT_AVG","-0.0902586919599"
"gave","AFFECT_AVG","0.0533021552799"
"good day","AFFECT_AVG","0.0509162986085"
"possible","AFFECT_AVG","0.00601555858439"
"the morning","AFFECT_AVG","0.0110222479332"
"judge","AFFECT_AVG","-0.121089196467"
"had an","AFFECT_AVG","-0.0104657953603"
"dreams","AFFECT_AVG","0.227219292863"
"gift","AFFECT_AVG","-0.077792873953"
"all day","AFFECT_AVG","0.0004385340578"
"thanks everyone","AFFECT_AVG","-0.148211811932"
"profile picture","AFFECT_AVG","-0.0639636905835"
"~ ~","AFFECT_AVG","0.0122723618369"
"steps","AFFECT_AVG","0.065678079208"
"night","AFFECT_AVG","0.173752312062"
"my mom","AFFECT_AVG","-0.0805569781128"
"go out","AFFECT_AVG","-0.102698135896"
"i had","AFFECT_AVG","0.224392890286"
"right","AFFECT_AVG","-0.0520327436844"
"old","AFFECT_AVG","-0.0263093844533"
"deal","AFFECT_AVG","0.014216818621"
"people","AFFECT_AVG","0.00486197326643"
"understand","AFFECT_AVG","0.04305390548"
"dead","AFFECT_AVG","-0.186192011537"
"born","AFFECT_AVG","0.266742959921"
"dear","AFFECT_AVG","0.0633568093022"
"today was","AFFECT_AVG","0.107029156088"
"for","AFFECT_AVG","0.070332223613"
"/","AFFECT_AVG","-0.238321136449"
"great time","AFFECT_AVG","0.0658900541309"
"everything","AFFECT_AVG","0.23265667425"
"you guys","AFFECT_AVG","0.220942909883"
"christmas","AFFECT_AVG","0.288743295645"
"go home","AFFECT_AVG","-0.114736318422"
"u all","AFFECT_AVG","0.026555309145"
"my phone","AFFECT_AVG","0.102304766793"
"knew","AFFECT_AVG","-0.132853189431"
"what would","AFFECT_AVG","0.0143675299067"
"burn","AFFECT_AVG","0.0996634049622"
"plz","AFFECT_AVG","-0.0395710813378"
"hard to","AFFECT_AVG","-0.199264735474"
"it makes","AFFECT_AVG","-0.105797811308"
"post","AFFECT_AVG","0.0483079520819"
"super","AFFECT_AVG","-0.0729299220505"
"=d","AFFECT_AVG","0.166341542266"
"months","AFFECT_AVG","-0.116892487791"
"o","AFFECT_AVG","0.0988758224329"
"be home","AFFECT_AVG","0.126857310973"
"dinner","AFFECT_AVG","0.15055221907"
"high school","AFFECT_AVG","-0.0337319586658"
"plus","AFFECT_AVG","-0.000579760396229"
"afternoon","AFFECT_AVG","0.0964856134322"
"i am","AFFECT_AVG","0.1080481394"
"match","AFFECT_AVG","0.0803938580065"
"whats","AFFECT_AVG","-0.0407970430724"
"i guess","AFFECT_AVG","-0.0604259669069"
"soo","AFFECT_AVG","0.168076351554"
"son","AFFECT_AVG","-0.107358704389"
"down","AFFECT_AVG","-0.15957171829"
"lies","AFFECT_AVG","-0.227535736771"
"glad to","AFFECT_AVG","0.0439922265649"
"i didn't","AFFECT_AVG","-0.113652560852"
"support","AFFECT_AVG","0.00179353607468"
"fight","AFFECT_AVG","-0.0738671353206"
"stuck","AFFECT_AVG","-0.0484216124746"
"* *","AFFECT_AVG","-0.149032933144"
"way","AFFECT_AVG","-0.10185622721"
"one of","AFFECT_AVG","0.0907937642457"
"music","AFFECT_AVG","0.175282702968"
"wat","AFFECT_AVG","-0.050865017826"
"was","AFFECT_AVG","0.1102882628"
"war","AFFECT_AVG","-0.123760852439"
"happy","AFFECT_AVG","0.589454062759"
"head","AFFECT_AVG","-0.137473636478"
"form","AFFECT_AVG","0.0173609236031"
"of them","AFFECT_AVG","-0.289965711617"
"how long","AFFECT_AVG","0.0733209271978"
"hours of","AFFECT_AVG","-0.124895604348"
"heat","AFFECT_AVG","-0.0679391796099"
"hear","AFFECT_AVG","-0.218207937141"
"on facebook","AFFECT_AVG","0.0189045778501"
"true","AFFECT_AVG","0.132802836502"
"a bitch","AFFECT_AVG","-0.144867214916"
"like this","AFFECT_AVG","-0.029994544288"
"away from","AFFECT_AVG","0.0374740192226"
"come back","AFFECT_AVG","-0.0209272420244"
"inside","AFFECT_AVG","-0.152490360441"
"until","AFFECT_AVG","0.127851683338"
"daddy","AFFECT_AVG","0.118027890771"
"everyone for","AFFECT_AVG","-0.0301316115337"
"proud","AFFECT_AVG","0.0810796285091"
"it was","AFFECT_AVG","0.215342869192"
"life is","AFFECT_AVG","-0.231179635809"
"drive","AFFECT_AVG","0.0887942809617"
"prayer","AFFECT_AVG","-0.0213640842267"
"trip","AFFECT_AVG","0.0151383820969"
"shit","AFFECT_AVG","0.0103588262954"
"ni","AFFECT_AVG","-0.0875527055616"
"i wonder","AFFECT_AVG","0.156330811337"
"dying","AFFECT_AVG","-0.166126414135"
"floor","AFFECT_AVG","-0.13255424994"
"na","AFFECT_AVG","-0.0511551476445"
"when","AFFECT_AVG","-0.0435731553429"
"ng","AFFECT_AVG","-0.0395920740116"
"til","AFFECT_AVG","0.0615220061817"
"test","AFFECT_AVG","-0.0888055515533"
"out of","AFFECT_AVG","-0.143927596779"
"roll","AFFECT_AVG","-0.0253577060973"
"picture","AFFECT_AVG","-0.0569251717927"
"sick of","AFFECT_AVG","-0.254893764323"
"felt","AFFECT_AVG","0.23541014143"
"update","AFFECT_AVG","0.00959455407005"
"let's","AFFECT_AVG","0.185280114743"
"fell","AFFECT_AVG","-0.158519652077"
"get ready","AFFECT_AVG","-0.0316099419256"
"weekend","AFFECT_AVG","0.319268091381"
"died","AFFECT_AVG","-0.203502045112"
"faster","AFFECT_AVG","-0.0281401518428"
"glass","AFFECT_AVG","-0.0333025826775"
"together","AFFECT_AVG","0.0474413833668"
"my friends","AFFECT_AVG","-0.257239423312"
"teeth","AFFECT_AVG","-0.0531014897675"
"will never","AFFECT_AVG","-0.438078483358"
"serious","AFFECT_AVG","-0.013501621493"
"we need","AFFECT_AVG","0.106129855589"
":/","AFFECT_AVG","-0.382531335792"
":(","AFFECT_AVG","-0.976247904062"
":)","AFFECT_AVG","0.903175377774"
"dance","AFFECT_AVG","-0.0229419411419"
"to everyone","AFFECT_AVG","-0.0884466749369"
"okay ,","AFFECT_AVG","0.161138986963"
"comments","AFFECT_AVG","-0.0425731155346"
"know that","AFFECT_AVG","0.146313704597"
"battle","AFFECT_AVG","-0.0399369316976"
"ask me","AFFECT_AVG","-0.1189338535"
"to put","AFFECT_AVG","0.115454995891"
"my little","AFFECT_AVG","0.0197688889219"
"long time","AFFECT_AVG","0.0799774507612"
"yummy","AFFECT_AVG","0.0773362839789"
"father","AFFECT_AVG","-0.210002684575"
"0","AFFECT_AVG","-0.0401540999335"
"finally","AFFECT_AVG","0.317282918212"
"the first","AFFECT_AVG","-0.0980719379983"
"will not","AFFECT_AVG","0.0577627910363"
"miss my","AFFECT_AVG","-0.110079549784"
":d","AFFECT_AVG","0.639527840192"
"she was","AFFECT_AVG","-0.0102866598344"
"choice","AFFECT_AVG","0.0154697803088"
"vegas","AFFECT_AVG","0.047353097314"
"ma","AFFECT_AVG","0.0854510242815"
"blast","AFFECT_AVG","0.21391827685"
":p","AFFECT_AVG","0.196748541257"
"to show","AFFECT_AVG","0.0718681335477"
"minute","AFFECT_AVG","-0.207000609828"
